Gene_accession no.	Gene	Group	Family	Class	Phenotype	PMID	Mechanism of resistance	Notes	Required_gene
blaFONA-5_1_AJ251243	blaFONA-5	blaFONA	Beta-lactam	Beta-lactam				ongoing curation	
blaFONA-4_1_AJ251242	blaFONA-4	blaFONA	Beta-lactam	Beta-lactam				ongoing curation	
blaFONA-3_1_AJ251241	blaFONA-3	blaFONA	Beta-lactam	Beta-lactam				ongoing curation	
blaFONA-2_1_AJ251240	blaFONA-2	blaFONA	Beta-lactam	Beta-lactam				ongoing curation	
blaFONA-1_1_AJ251239	blaFONA-1	blaFONA	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-1_1_X77455	blaFOX-1	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-2_1_Y10282	blaFOX-2	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-3_1_Y11068	blaFOX-3	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-4_1_AJ277535	blaFOX-4	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-5_1_AY007369	blaFOX-5	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-6_1_AY034848	blaFOX-6	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-7_1_AJ703796	blaFOX-7	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-8_1_HM565917	blaFOX-8	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-9_1_JF896803	blaFOX-9	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaFOX-10_1_JX049131	blaFOX-10	blaFOX	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-1_1_EF394442	blaGOB-1	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-1_2_AF090141	blaGOB-1	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-2_1_AF189296	blaGOB-2	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-3_1_AF189291	blaGOB-3	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-4_1_AF189293	blaGOB-4	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-5_1_AF189290	blaGOB-5	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-6_1_AF189292	blaGOB-6	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-7_1_AF189297	blaGOB-7	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-8_1_AY348327	blaGOB-8	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-9_1_AY647246	blaGOB-9	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-10_1_AY647247	blaGOB-10	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-11_1_AY647248	blaGOB-11	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-12_1_AY647249	blaGOB-12	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-13_1_AY647251	blaGOB-13	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-14_1_AY647252	blaGOB-14	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-15_1_AY775547	blaGOB-15	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-16_1_GU188443	blaGOB-16	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-16_2_AY899331	blaGOB-16	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-17_1_AY899332	blaGOB-17	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaGOB-18_1_DQ004496	blaGOB-18	blaGOB	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-1_1_AF311385	blaHERA-1	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-2_1_AF398334	blaHERA-2	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-3_1_AF398335	blaHERA-3	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-4_1_AJ536088	blaHERA-4	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-5_1_AJ536089	blaHERA-5	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-6_1_AJ536090	blaHERA-6	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaHERA-8_1_AJ536092	blaHERA-8	blaHERA	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-1_1_AF099139	blaIND-1	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-2_2_AF219127	blaIND-2	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-2a_4_AF219130	blaIND-2a	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-2b_3_EF672681	blaIND-2b	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-2c_1_GU186042	blaIND-2c	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-3_1_AF219131	blaIND-3	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-4_1_AF219135	blaIND-4	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-5_1_AY504627	blaIND-5	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-6_1_AM087455	blaIND-6	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-7_1_AB529520	blaIND-7	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-8_1_GU186044	blaIND-8	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-9_1_GU186045	blaIND-9	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-10_1_GU206353	blaIND-10	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-11_1_HM245379	blaIND-11	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-12_1_HM245380	blaIND-12	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-14_1_HM367709	blaIND-14	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaIND-15_1_AB563173	blaIND-15	blaIND	Beta-lactam	Beta-lactam				ongoing curation	
blaKPC-2_1_AY034847	blaKPC-2	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	11257029, 12615876	Enzymatic inactivation	"Class A;Group 2f;Alternative name blaKPC-1, curated"	
blaKPC-3_1_HM769262	blaKPC-3	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	21406433	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-4_1_FJ473382	blaKPC-4	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	19015357, 23114770	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-5_1_EU400222	blaKPC-5	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	19015357, 23114770	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-6_1_EU555534	blaKPC-6	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	22908150	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-7_1_EU729727	blaKPC-7	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	20513702	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-8_1_FJ234412	blaKPC-8	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	Unpublished	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-9_1_FJ624872	blaKPC-9	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	22964247	Enzymatic inactivation	"Class A;Group 2f;It might be an incomplete version of KPC-23, curated"	
blaKPC-10_1_GQ140348	blaKPC-10	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	200386180	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-11_1_HM066995	blaKPC-11	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	21670192, 22322349	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-14_1_JX524191	blaKPC-14	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	Unpublished	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-15_1_KC433553	blaKPC-15	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	Unpublished	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaKPC-16_1_KC465199	blaKPC-16	blaKPC	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid	Unpublished	Enzymatic inactivation	"Class A;Group 2f;, curated"	
blaLEN1_1_X04515	blaLEN1	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN2_1_AY037780	blaLEN2	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN3_1_AY130286	blaLEN3	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN4_1_AY130287	blaLEN4	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN5_1_AY633109	blaLEN5	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN7_1_AJ635425	blaLEN7	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN8_1_AJ635424	blaLEN8	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN9_1_AJ635405	blaLEN9	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN10_1_AJ635419	blaLEN10	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN12_1_AJ635406	blaLEN12	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN13_1_AJ635403	blaLEN13	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN15_1_AF452105	blaLEN15	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN16_1_AY743416	blaLEN16	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN17_1_EF205593	blaLEN17	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN18_1_AM850908	blaLEN18	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN19_1_AM850909	blaLEN19	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN20_1_AM850910	blaLEN20	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN21_1_AM850911	blaLEN21	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN22_1_AM850912	blaLEN22	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN23_1_AM850913	blaLEN23	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN24_1_AM850914	blaLEN24	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN25_1_HQ709169	blaLEN25	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaLEN26_1_JQ067123	blaLEN26	blaLEN	Beta-lactam	Beta-lactam				ongoing curation	
blaMAL-1_1_AJ277209	blaMAL-1	blaMAL	Beta-lactam	Beta-lactam				ongoing curation	
blaMAL-1_2_AJ609506	blaMAL-1	blaMAL	Beta-lactam	Beta-lactam				ongoing curation	
blaMIR-1_1_M37839	blaMIR-1	blaMIR	Beta-lactam	Beta-lactam				ongoing curation	
blaMIR-2_1_AY227752	blaMIR-2	blaMIR	Beta-lactam	Beta-lactam				ongoing curation	
blaMIR-3_1_AY743435	blaMIR-3	blaMIR	Beta-lactam	Beta-lactam				ongoing curation	
blaMIR-4_1_EF417572	blaMIR-4	blaMIR	Beta-lactam	Beta-lactam				ongoing curation	
blaMIR-5_1_FJ237367	blaMIR-5	blaMIR	Beta-lactam	Beta-lactam				ongoing curation	
blaMIR-6_1_JQ664733	blaMIR-6	blaMIR	Beta-lactam	Beta-lactam				ongoing curation	
blaMOR_1_Y10283	blaMOR	blaMOR	Beta-lactam	Beta-lactam				ongoing curation	
blaMOR-2_1_AY235804	blaMOR-2	blaMOR	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-1_1_D13304	blaMOX-1	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-2_1_AJ276453	blaMOX-2	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-3_1_EU515248	blaMOX-3	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-4_1_FJ262599	blaMOX-4	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-5_1_GQ152600	blaMOX-5	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-6_1_GQ152601	blaMOX-6	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaMOX-7_1_GQ152602	blaMOX-7	blaMOX	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-2_1_AJ295340	blaOCH-2	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-3_1_AJ295341	blaOCH-3	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-4_1_AJ295342	blaOCH-4	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-5_1_AJ295343	blaOCH-5	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-6_1_AJ295344	blaOCH-6	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-7_1_AJ295345	blaOCH-7	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOCH-8_1_DQ489307	blaOCH-8	blaOCH	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-1_1_AM051138	blaOKP-A-1	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-2_1_AM051139	blaOKP-A-2	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-3_1_AM051140	blaOKP-A-3	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-4_1_AM051142	blaOKP-A-4	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-5_1_AM051143	blaOKP-A-5	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-6_1_AM051144	blaOKP-A-6	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-7_1_AM051145	blaOKP-A-7	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-8_1_AM051147	blaOKP-A-8	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-9_1_AM051148	blaOKP-A-9	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-10_1_AM051149	blaOKP-A-10	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-11_1_AM850915	blaOKP-A-11	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-12_1_AM850915	blaOKP-A-12	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-13_1_FJ534513	blaOKP-A-13	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-14_1_FJ534512	blaOKP-A-14	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-15_1_FJ755841	blaOKP-A-15	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-A-16_1_FJ755840	blaOKP-A-16	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-1_1_AM051150	blaOKP-B-1	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-2_1_AM051151	blaOKP-B-2	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-3_1_AM051152	blaOKP-B-3	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-4_1_AM051153	blaOKP-B-4	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-5_1_AY512506	blaOKP-B-5	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-6_1_AY850171	blaOKP-B-6	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-7_1_AM051156	blaOKP-B-7	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-8_1_AM051157	blaOKP-B-8	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-9_1_AM051159	blaOKP-B-9	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-10_1_AM051160	blaOKP-B-10	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-11_1_AM051161	blaOKP-B-11	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-12_1_AJ635420	blaOKP-B-12	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-13_1_AY825330	blaOKP-B-13	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-14_1_DQ995288	blaOKP-B-14	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-15_1_AM850917	blaOKP-B-15	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-16_1_AM850918	blaOKP-B-16	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-17_1_AM850919	blaOKP-B-17	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-18_1_AM850920	blaOKP-B-18	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-19_1_AM850921	blaOKP-B-19	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOKP-B-20_1_AM850922	blaOKP-B-20	blaOKP	Beta-lactam	Beta-lactam				ongoing curation	
blaOXA-SHE_1_AY066004	blaOXA-SHE	blaOXA	Beta-lactam	Beta-lactam				ongoing curation	
blaOXA-1_1_HQ170510	blaOXA-1	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam	10898672, 16735436	Enzymatic inactivation	"Class D;OXA-1-like;Alternative name blaOXA-30;, curated"	
blaOXA-2_2_GQ466184	blaOXA-2	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ceftazidime, Piperacillin	Unpublished	Enzymatic inactivation	"Class D;OXA-2-like;Carbapenemase phenotype in A. baumannii and P.aeruginosa, curated"	
blaOXA-2_1_DQ112222	blaOXA-2	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ceftazidime, Piperacillin	11796380, 2538329	Enzymatic inactivation	"Class D;OXA-2-like;Carbapenemase phenotype in A. baumannii and P.aeruginosa, curated"	
blaOXA-3_1_L07945	blaOXA-3	blaOXA	Beta-lactam	Beta-lactam		7785990	Enzymatic inactivation	"Class D;OXA-2-like;, curated"	
blaOXA-4_1_AY162283	blaOXA-4	blaOXA	Beta-lactam	Beta-lactam		14638506	Enzymatic inactivation	"Class D;OXA-1-like;Alternative name blaOXA-33;, curated"	
blaOXA-5_1_AF347074	blaOXA-5	blaOXA	Beta-lactam	Beta-lactam		1495394	Enzymatic inactivation	"Class D;OXA-5-like;, curated"	
blaOXA-7_1_X75562	blaOXA-7	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin	3925874, 7574536	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-9_1_KQ089875	blaOXA-9	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin	8382826	Enzymatic inactivation	"Class D;OXA-9-like;, curated"	
blaOXA-10_1_J03427	blaOXA-10	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam	11679562, 3126705, 6416161	Enzymatic inactivation	"Class D;OXA-10-like;Alternative name blaPSE-2;Carbapenemase phenotype in A. baumannii, curated"	
blaOXA-11_1_Z22590	blaOXA-11	blaOXA	Beta-lactam	Beta-lactam	Cefepime, Ceftazidime, Piperacillin	8215276	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-13_1_AF043558	blaOXA-13	blaOXA	Beta-lactam	Beta-lactam				ongoing curation	
blaOXA-14_1_KJ420612	blaOXA-14	blaOXA	Beta-lactam	Beta-lactam	Cefepime, Ceftazidime, Piperacillin, Piperacillin+Tazobactam	7486940	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-13_1_U59183	blaOXA-13	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefotaxime, Ceftazidime, Piperacillin, Piperacillin+Tazobactam	9579076	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-15_1_U63835	blaOXA-15	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Ceftazidime, Piperacillin	9087490	Enzymatic inactivation	"Class D;OXA-2-like;, curated"	
blaOXA-16_1_AF043100	blaOXA-16	blaOXA	Beta-lactam	Beta-lactam	Cefepime, Cefixime, Cefotaxime, Ceftazidime, Piperacillin	9579076	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-17_1_DQ902344	blaOXA-17	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefixime, Cefotaxime, Ceftazidime	10348753	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-18_1_U85514	blaOXA-18	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefixime, Cefotaxime, Ceftazidime, Piperacillin	9333046	Enzymatic inactivation	"Class D;, curated"	
blaOXA-19_1_AF043381	blaOXA-19	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Ceftazidime	9835500	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
blaOXA-20_1_AY307114	blaOXA-20	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid	15004037	Enzymatic inactivation	"Class D;OXA-20-like;, curated"	
blaOXA-21_1_AB626885	blaOXA-21	blaOXA	Beta-lactam	Beta-lactam		21862476, 9420053	Enzymatic inactivation	"Class D;OXA-2-like;, curated"	
blaOXA-22_1_AF064820	blaOXA-22	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Piperacillin, Piperacillin+Tazobactam	10898703	Enzymatic inactivation	"Class D;OXA-22-like;Natural in Ralstonia pickettii;, curated"	
blaOXA-23_1_AY795964	blaOXA-23	blaOXA	Beta-lactam	Beta-lactam	Imipenem, Meropenem	10602749, 16948925, 17284537	Enzymatic inactivation	"Class D;OXA-23-like;Natural in Acinetobacter radioresistens;Alternative name blaARI-1;, curated"	
blaOXA-24_1_AJ239129	blaOXA-24	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Ceftazidime, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam	10817708, 12499201	Enzymatic inactivation	"Class D;OXA-24-like;Alternative name blaOXA-40;, curated"	
blaOXA-25_1_AF201826	blaOXA-25	blaOXA	Beta-lactam	Beta-lactam		11158758	Enzymatic inactivation	"Class D;OXA-24-like;, curated"	
blaOXA-26_1_AF201827	blaOXA-26	blaOXA	Beta-lactam	Beta-lactam		11158758	Enzymatic inactivation	"Class D;OXA-24-like;, curated"	
blaOXA-27_1_AF201828	blaOXA-27	blaOXA	Beta-lactam	Beta-lactam		11158758	Enzymatic inactivation	"Class D;OXA-23-like;, curated"	
blaOXA-28_1_AF231133	blaOXA-28	blaOXA	Beta-lactam	Beta-lactam	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefixime, Cefotaxime, Ceftazidime, Piperacillin, Piperacillin+Tazobactam	11158739	Enzymatic inactivation	"Class D;OXA-10-like;, curated"	
